Ano,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s)
2008,15.141120163902174,948.2418511836664,1293.2967730340342,22.416524349642106,19.527738770954873,85.15728599957826,4.537486291373706
2009,15.401551196413978,948.1414009856857,1311.2203541672875,22.466548470062538,19.707229087984953,85.81457348139395,4.395829946105108
2010,15.187967593366746,948.1538180551091,1296.7668395076696,22.336125681723715,19.669009714736397,86.26819216020128,4.409472387699457
2011,14.484405276498144,948.3359840704907,1243.0783462182733,22.321662676697116,19.581221606753996,85.94029198128472,4.376315797336814
2012,13.984416956084953,948.4528737134052,1177.3782328973955,22.349961470962683,19.38283342432513,84.82954996332028,4.240342873696495
2013,13.914136356747473,948.674218368324,1124.843954675043,22.35218876177454,19.17181426758737,83.79850125786659,4.142761104409943
2014,13.565054688064787,948.952159300924,1092.1047000343112,22.39694911283934,19.115910725053556,83.44406602188603,4.091371966691832
2015,13.574440713926212,949.0082435729056,1112.0637127669224,22.42345458038369,19.017059008576695,82.91423299292471,4.1218485167847145
2016,13.373176543517143,948.9771136415175,1153.4303675273993,22.490255275192983,18.907433028715086,81.94288662309013,4.149759100154369
2017,13.874302415051094,948.9905028761342,1103.0615473573396,22.557982627556225,18.97376062707763,81.889311970151,4.0646846591829275
2018,14.56264821625276,948.9457028159951,1028.2898480197389,22.636851165595314,19.105216201601362,82.22871142096939,3.916526646854488
2019,14.52269077120917,948.8406020186308,909.7055348416952,22.659926715126357,19.150213332963094,82.34711545882534,3.6419423808146596
2020,15.16397946642143,948.6803943768718,670.0471840303259,22.66834657575976,19.183621886418035,82.45379474270385,3.3169128022237224
2021,15.45492480071314,948.6097356725728,482.73940283760084,22.604381488996157,19.202434140872572,82.82572086685207,3.094794490624569
2022,15.301027166310469,948.6255624348541,426.60387310515995,22.508497602550207,19.157763587439565,83.0449082887324,3.0231636859556072
