Ano,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s)
2003,15.73730866858458,1013.4369586071051,2004.03812430509,26.532599466602008,21.62852122013066,74.65876064830688,3.4284843359453006
2004,14.048709346721619,1013.4754190030709,6779.978920826983,26.6470025034919,21.70372587347953,74.66406648900697,3.4703496825550353
2005,14.450702302623906,1013.3851317507865,8582.83769547875,26.66095950279716,22.212780818019226,77.09148587960902,3.4166304365625977
2006,14.429238588281889,1013.3138599990908,5932.271154446364,26.512724261294384,23.07919212314147,76.14497233440007,3.4074879441809536
2007,13.128411105162773,1013.2141371410199,4026.4973896170764,26.489213180954554,23.645545439798997,76.63767379997323,3.391046078591225
2008,12.722328507921617,1013.2290760000266,2508.539675078061,26.684192849382157,23.697023977877848,79.52391174724093,3.343557497812586
2009,14.579891860867004,1013.1669735329788,1894.932330311521,26.815328116991726,23.060511477527783,77.67280830545776,3.361219004480006
2010,16.798015686012256,1013.3630436157047,1635.7894825968917,26.71510357310785,21.890292026282992,74.11650222866187,3.285809781749871
2011,17.737605723586633,1013.713345234473,1505.5071231556756,26.635994148601952,20.48988112984818,70.72336612898663,3.1725228133064634
2012,19.763690288625504,1013.8917509227967,1446.1531816818508,26.6707255753246,19.27641723298903,68.44449431930522,3.0959965344964786
2013,21.195134216967976,1014.1162215174473,1404.2378421740875,26.695989993055864,19.374724272544128,68.96375867512961,3.0069811706971357
2014,20.011017911138698,1014.3551009168729,1387.649322154419,26.773590963057206,19.486571482679228,67.78307126103607,2.7993750802824753
2015,18.966436283945352,1014.406509266414,1395.69457302359,26.838572166169005,19.57830231526947,66.4975307850947,2.216390717539902
2016,18.087189921490225,1014.355530520476,1395.8897699135703,26.770643292507703,19.675464027146205,66.45767930532647,1.9437864790639405
2017,18.116474903487784,1014.3006718300443,1351.8061964119267,26.799272130865603,19.803364727358577,66.4781907751355,2.248767364102967
2018,18.626443002225635,1014.188573568214,1309.4385485263285,26.901320743064463,19.66131195507971,65.12985787775553,2.409892781428308
2019,19.239801637277186,1014.0540233434608,1312.356537834227,26.91262047007879,18.049894475841842,61.281499997056294,2.4417801014383307
2020,18.960355212414633,1014.6079425742897,1354.7731728160422,26.896440784014782,16.666837747259517,58.94441210170515,2.433042926815937
2021,19.10681903360709,1015.15829630306,1418.8062338668406,26.821189334011333,16.635910538152647,59.13679517243525,2.4243204558661016
2022,19.227078144494655,1015.2090220258614,1459.3829514178967,26.75816877097129,16.80299855285183,59.05380336384624,2.427658225008773
