Ano,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s)
2003,27.28208355814092,1004.2796527407401,1418.8832009634164,28.062331935412427,23.292129157636356,76.33663236150657,1.379058579874479
2004,30.117233001681704,1004.2193226861308,1393.4942984382767,28.18656470479814,23.202275703055378,75.47748187333801,1.3529697378085965
2005,34.574567512847295,1004.0656901811111,1384.5316603877764,28.174554460240557,23.39407511631589,76.5274362598628,1.2516675526941088
2006,39.39912107595741,1004.0012615106139,1375.345977951609,28.02603601085988,23.529800000457232,77.81287889344894,1.1466886777754013
2007,35.2632969840699,1003.1470112477822,1380.313466670419,28.653552634080928,23.387788373824648,74.70277887897235,1.33616036888907
2008,29.241576514769182,1002.673956944986,1407.801557200811,29.368350597348822,23.0120080880082,70.40846702119258,1.658575757705443
2009,30.906682322835593,1002.9015166970917,1393.5268867013265,28.853124474619964,22.769544113396808,71.75816231854175,1.685334153970392
2010,35.54424934991184,1003.4016824320889,1311.6611409225063,28.07188523107035,22.64363033100983,74.4828036223178,1.5371302303545875
2011,39.206921474933814,1003.8350723172283,1276.9622318070435,27.828830226722502,22.427653418768887,74.62457827469758,1.4683071821440763
2012,40.62006602554276,1004.045484915393,1269.8097195077582,27.699098053922075,22.39185868946724,74.97053590932906,1.4578210123639217
2013,39.49800429048237,1004.2832225375377,1266.0174953432552,27.731222465858682,22.404778693611316,74.7421150536655,1.485513017772223
2014,38.21751133396795,1004.43196454223,1277.3249035720426,28.055466376333143,22.412377976397,73.34747154785443,1.5246215597936155
2015,38.739112623250016,1004.5176449417671,1275.202119997839,28.150076015293603,22.434009054326168,72.95206459903996,1.509930031525777
2016,39.68920323535515,1004.5900704023339,1250.2916960625005,27.93621057551731,22.456139418092572,73.78502737425079,1.4508429299924472
2017,39.5214341382334,1004.6910763095424,1227.047962114929,27.873459380135206,22.39705321119399,73.76059856889722,1.4167184607412686
2018,41.39683316047581,1004.7871548106746,1200.2613260172175,27.86421596147554,22.349567828419243,73.58437454745665,1.3816462877985394
2019,42.69412600828103,1004.7623140853498,1153.201551392047,27.753354744874187,22.383858943975227,74.22048354834354,1.341209218106516
2020,41.1683670695408,1004.7219669998044,1102.3004165092677,27.56539185508008,22.396202633226576,75.06564663641636,1.3092759887121823
2021,40.47229947872441,1004.652725949276,1090.057669448506,27.575623367714808,22.299416949647917,74.6099701108259,1.3040817712899464
2022,40.5025820248282,1004.593121567104,1096.634990342904,27.680371053377183,22.221445950602007,73.87582782998876,1.3133076138448012
