State,Date,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Year
Amazonia,2001-01,1.109782608695652,1004.7757065733974,1232.7522935779816,25.632533936315568,22.81782362026971,85.05836377948079,1.099921656864492,2001
Amazonia,2001-02,3.613793103448277,1003.4964647461195,1383.2906976744187,24.884739213364902,22.65288575374901,87.84981748224152,1.5901909037095503,2001
Amazonia,2001-03,2.7219512195121944,1003.9749327956989,1342.8273195876288,26.204301075268816,22.771505376344088,82.5013440860215,1.2737903225806453,2001
Amazonia,2001-04,2.413513513513512,1004.3998611111111,1335.9309392265193,25.939305555555556,23.140694444444442,85.20277777777778,1.1343055555555557,2001
Amazonia,2001-05,4.263829787234043,1004.358870967742,1378.2906666666668,26.595295698924733,23.56478494623656,84.20967741935483,0.9858870967741935,2001
Amazonia,2001-06,3.447826086956521,1006.5292305444221,1152.7151515151515,25.03625584502338,22.275372828991316,85.3290344578045,0.9977059674905365,2001
Amazonia,2001-07,1.2333333333333334,1005.2102204408817,1472.4275862068966,26.884806171482754,22.32282468162131,77.95644514836124,1.0773544400629207,2001
Amazonia,2001-08,3.0799999999999996,1005.8147849462365,1754.2069892473119,28.026680107526886,22.058333333333334,71.87163978494624,1.1334005376344085,2001
Amazonia,2001-09,2.660000000000001,1003.8763888888889,1670.485254691689,27.568888888888885,22.575277777777778,75.76388888888889,1.2179166666666665,2001
Amazonia,2001-10,6.789999999999781,1002.8939516129032,1593.2722646310433,28.662567204301077,22.507056451612904,71.42338709677419,1.405645161290321,2001
Amazonia,2001-11,2.0121212121211878,1002.0240277777779,1679.40625,28.09416666666667,23.659374999999994,78.18611111111109,1.1937499999999943,2001
Amazonia,2001-12,3.994444444444435,1001.9147849462365,1492.6837209302325,27.153293010752684,24.059879032258063,83.79905913978493,1.0684139784946125,2001
Amazonia,2002-01,3.715384615384622,1003.7225134408603,1567.03125,26.82150537634409,23.245766129032255,81.45228494623656,1.3895833333333332,2002
Amazonia,2002-02,0.7520000000000014,1003.4875779144206,1329.6891191709844,26.611933892070976,23.40714285714286,82.9685148528751,1.5442585495283017,2002
Amazonia,2002-03,2.4979591836734696,1003.9574565074053,1484.093117408907,27.010793581355248,23.360147849462365,80.8980618533171,1.6704412025765871,2002
Amazonia,2002-04,3.798901098901091,1003.4395833333333,1336.9194444444445,26.212569444444444,23.34340277777778,84.96180555555556,1.1942361111111115,2002
Amazonia,2002-05,3.0705882352941303,1004.165188172043,1253.8432432432433,26.399193548387096,23.79690860215054,86.23051075268818,0.9848790322580645,2002
Amazonia,2002-06,3.103508771929891,1006.0044814002598,1373.2727272727273,26.215351689408706,23.143905133203376,83.99619070825212,0.9402940085327395,2002
Amazonia,2002-07,,1007.4829573934836,,29.86591478696742,23.95852130325814,70.4874686716792,1.5583889816360599,2002
Amazonia,2002-08,,1005.6282299611034,1863.9054054054054,28.803099707153184,23.720092008695573,74.63987365366822,1.600331870321503,2002
Amazonia,2002-09,3.9,1003.9465972222223,1752.425,28.405902777777783,22.736180555555556,73.20416666666667,1.2775000000000003,2002
Amazonia,2002-10,4.064516129032264,1002.761693548387,1510.2307692307693,27.46108870967742,22.73985215053763,76.69556451612905,1.1616935483870976,2002
Amazonia,2002-11,1.4687500000000027,1003.2129166666667,1846.6194331983806,27.757500000000018,23.427361111111107,78.39930555555557,1.2233333333333278,2002
Amazonia,2002-12,3.668518518518555,1003.9569220430106,1431.0963855421687,27.15692204301074,23.92741935483872,83.16666666666663,1.3775537634408594,2002
Amazonia,2003-01,2.3454545454545435,1004.1150537634409,1603.032258064516,27.88864247311828,23.45282258064516,77.67069892473118,1.5819892473118282,2003
Amazonia,2003-02,3.7660714285714434,1004.2782738095239,1273.252336448598,26.74278273809524,23.547544642857144,83.53571428571429,1.5813988095238096,2003
Amazonia,2003-03,2.1196721311475355,1004.3773933402706,964.5405405405405,26.515201901953983,23.518478292288126,84.28658659960689,1.402484536267846,2003
Amazonia,2003-04,0.11842105263157895,1004.5851744511648,1627.716814159292,28.186704562425323,23.75521132019116,77.44344384707287,1.7771027847454488,2003
Amazonia,2003-05,0.6416666666666718,1004.4643481182795,1412.7521367521367,28.2458501344086,23.68349294354839,76.9831989247312,1.2395665322580647,2003
Amazonia,2003-06,0.32608695652173875,1004.9632986111111,1430.5677083333333,27.53197048611111,23.760468750000005,80.58368055555556,1.1906857638888888,2003
Amazonia,2003-07,,1003.4064179898037,690.5714285714286,30.510581178941084,22.795250428196983,64.07746091759846,1.9572106569932697,2003
Amazonia,2003-08,,1003.6890430174564,,30.051433915211973,23.265710723192015,67.97615336658355,1.5980985037406483,2003
Amazonia,2003-09,,1004.3963996259351,,29.22998753117207,23.813341645885284,73.68064214463841,1.0961034912718204,2003
Amazonia,2003-10,,1005.1037562344139,,28.408541147132173,24.36097256857855,79.38513092269328,0.5941084788029924,2003
Amazonia,2003-11,0.9449999999999443,1003.9120642342556,1434.55,28.78272315243636,24.274168361338717,77.42015447492378,1.0053204538257492,2003
Amazonia,2003-12,0.6260869565217386,1002.9190620199694,2073.75,29.724644777265738,23.937053571428567,71.72950268817203,2.123876728110604,2003
Amazonia,2004-01,0.2216666666666665,1003.2376167232597,1408.0666666666666,28.54851796830787,23.8546830786644,76.38890067911716,1.4865131578947373,2004
Amazonia,2004-02,0.7872727272727266,1004.3016939377579,1229.7,28.000801285732884,23.35783132126475,76.52594343234777,1.9885821808449538,2004
Amazonia,2004-03,2.67007874015749,1003.1590513134612,1139.5638766519824,27.164845345038792,23.657345685313732,82.16881890567579,1.3524610385191231,2004
Amazonia,2004-04,2.8062499999999977,1003.7827083333334,1286.1919504643963,26.155416666666667,23.754375000000003,86.91319444444444,1.1479166666666674,2004
Amazonia,2004-05,3.8102272727272766,1004.914314516129,1318.264705882353,26.33239247311828,23.819825268817205,86.33266129032258,1.0174731182795709,2004
Amazonia,2004-06,3.781818181818179,1006.5370833333333,1440.6519174041298,26.197499999999994,22.90590277777778,82.4798611111111,1.072777777777776,2004
Amazonia,2004-07,2.0999999999999743,1005.360685483871,1466.595238095238,26.385819892473123,22.728763440860217,80.87231182795699,0.9274193548387086,2004
Amazonia,2004-08,5.213043478260849,1006.1323924731183,1698.7147335423197,26.991061827956994,22.675336021505377,77.9771505376344,1.0518145161290269,2004
Amazonia,2004-09,2.960000000000001,1004.1942361111111,1511.8757575757577,27.229999999999997,23.098124999999996,78.84513888888891,1.1089583333333346,2004
Amazonia,2004-10,2.1222222222222147,1002.8895161290324,1430.779104477612,27.373051075268815,23.363776881720426,79.57258064516131,1.2255376344086082,2004
Amazonia,2004-11,0.7124999999999998,1001.8444444444444,1315.547263681592,29.149583333333336,24.23402777777778,75.73402777777778,1.6,2004
Amazonia,2004-12,0.19999999999999998,1003.4356182795699,948.0909090909091,25.426680107526888,23.00625,86.13373655913979,1.9965053763440828,2004
Amazonia,2005-01,,1005.2,,30.7,21.8,58.0,1.7,2005
Amazonia,2005-02,,1005.2,,30.699999999999996,21.8,58.0,1.6999999999999997,2005
Amazonia,2005-03,,1005.2,,30.7,21.8,58.0,1.7,2005
Amazonia,2005-04,,1005.2,,30.7,21.8,58.0,1.7,2005
Amazonia,2005-05,,1005.2,,30.7,21.8,58.0,1.7,2005
Amazonia,2005-06,2.275,1005.1922222222222,1344.090909090909,29.913749999999997,22.209722222222222,63.32222222222222,1.552361111111111,2005
Amazonia,2005-07,2.1833333333333336,1006.1779569892474,1491.0804289544235,28.053763440860216,23.252889784946237,76.40994623655914,1.1055107526881722,2005
Amazonia,2005-08,2.9333333333333336,1004.814247311828,1606.578763440861,29.091263440860217,22.981989247311827,71.37231182795699,1.1345430107526882,2005
Amazonia,2005-09,2.5473684210526315,1004.1407638888888,1543.131855955679,29.238125,23.01604166666667,70.98958333333334,1.3543749999999972,2005
Amazonia,2005-10,4.647058823529413,1002.7556329423265,1511.1049861495842,29.564082355816232,23.484671309872923,71.71462609970675,1.4175403225806449,2005
Amazonia,2005-11,1.920175438596499,1001.4182765151514,1291.598136645961,28.285517676767682,23.92667297979798,78.711553030303,1.2440972222222209,2005
Amazonia,2005-12,3.1599999999999984,1002.2528897849463,1081.5100250626572,26.904704301075267,23.792002688172044,83.7372311827957,1.1864247311827953,2005
Amazonia,2006-01,3.3476923076923066,1002.5593413978495,1334.1941025641045,27.24610215053763,23.749327956989248,82.00067204301075,1.2818548387096773,2006
Amazonia,2006-02,2.373214285714282,1003.2292410714286,1200.4887788778874,27.096651785714286,23.846949404761904,83.20238095238095,1.2399553571428568,2006
Amazonia,2006-03,2.4447619047619042,1003.8123655913979,1223.7056149732632,27.172580645161293,23.92090053763441,83.16666666666667,1.1288306451612897,2006
Amazonia,2006-04,3.2450704225352114,1003.4720138888889,1218.2598187311173,27.067152777777775,23.926319444444445,83.64236111111111,1.0628472222222234,2006
Amazonia,2006-05,1.6912621359223325,1005.6566532258065,1074.9242187500004,26.74717741935484,23.996169354838713,85.33400537634408,0.7581989247311826,2006
Amazonia,2006-06,3.160000000000002,1005.4175694444444,1485.6466666666665,27.670694444444447,23.54111111111111,79.33888888888889,1.017638888888889,2006
Amazonia,2006-07,3.100000000000001,1005.7888440860215,1490.3325333333325,28.10672043010753,23.47204301075269,77.14112903225806,1.0377688172043011,2006
Amazonia,2006-08,2.1249999999999996,1004.6379032258064,1685.7230978260882,28.907459677419357,23.25329301075269,73.09610215053763,1.18225806451613,2006
Amazonia,2006-09,2.213333333333333,1004.2918055555555,1734.5062670299717,29.313055555555557,23.030833333333334,70.97638888888889,1.3144444444444443,2006
Amazonia,2006-10,4.173333333333336,1002.2198924731182,1578.003482587065,29.99771505376344,23.532459677419357,70.22647849462365,1.3490591397849463,2006
Amazonia,2006-11,3.678947368421049,1002.3498611111112,1325.9533333333334,27.83840277777778,23.630277777777778,79.00069444444445,1.1687499999999997,2006
Amazonia,2006-12,5.345762711864554,1003.3125,1392.276819407008,28.28447580645162,23.98111559139785,78.70497311827957,1.0850806451612935,2006
Amazonia,2007-01,4.171111111111108,1003.2420698924731,1028.4243107769428,27.243548387096777,24.19092741935484,84.15456989247312,0.8575268817204301,2007
Amazonia,2007-02,3.9235294117647053,1003.6968750000001,1388.2666666666657,28.622098214285714,23.46391369047619,74.90922619047619,1.4708333333333332,2007
Amazonia,2007-03,3.379797979797978,1003.6156586021506,1252.5807291666663,26.9747311827957,23.811895161290323,83.49596774193549,1.0308467741935483,2007
Amazonia,2007-04,3.4956521739130406,1004.3570833333333,1260.0340720221614,27.29347222222222,24.204027777777778,83.96111111111111,0.9118055555555555,2007
Amazonia,2007-05,2.5245901639344264,1004.5304435483871,1262.1999999999996,27.51989247311828,24.15463709677419,82.6633064516129,0.8979838709677421,2007
Amazonia,2007-06,3.2133333333333343,1005.4827083333334,1520.9540389972149,27.575972222222223,23.490208333333335,79.74791666666667,0.855,2007
Amazonia,2007-07,4.50344827586227,1005.5422043010753,1476.1766756032182,27.909475806451614,23.49301075268817,78.12298387096774,0.9463709677419356,2007
Amazonia,2007-08,4.54074074074074,1004.492876344086,1483.0683646112598,27.929435483870968,23.354569892473116,77.35685483870968,0.9486559139784949,2007
Amazonia,2007-09,3.9764705882352946,1004.6631944444445,1495.6712737127373,28.317430555555553,23.711180555555554,77.42708333333333,0.9824999999999999,2007
Amazonia,2007-10,3.075,1002.784811827957,1462.977419354839,28.750672043010752,23.548387096774192,74.93279569892474,1.2129032258064516,2007
Amazonia,2007-11,4.5666666666666655,1001.5879166666667,1450.698971722365,28.955694444444443,23.545277777777777,74.35138888888889,1.2211111111111113,2007
Amazonia,2007-12,3.690697674418604,1002.5853494623656,1236.752119700747,27.214381720430108,23.706720430107527,81.97177419354838,0.9861559139784947,2007
Amazonia,2008-01,4.069565217391301,1003.0236559139785,1079.8850000000007,26.740456989247313,23.54516129032258,83.43817204301075,0.9364247311827958,2008
Amazonia,2008-02,3.094623655913977,1004.0647988505747,1199.992513368984,26.776867816091954,23.59985632183908,83.47844827586206,0.953735632183908,2008
