Ano,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Year
2008,35.07252694780213,1003.5154296566765,1450.0116371397326,28.651235729008032,23.750789080974695,76.12269650587258,1.1623930510735494,2008.0
2009,10.20764336503018,1000.2260832176177,1645.4953065701295,31.355291802942446,21.88200820054549,57.96936475604944,2.4535729207149672,2009.0
2010,35.69168094296444,1003.7669144197502,1393.453774532805,27.790061345864014,23.022333778010424,77.2797931116147,1.5873345285240175,2010.0
2011,38.69503108349004,1003.9136872173791,1261.9024235141187,27.413738159609192,22.29191757167726,75.86557928354891,1.412948115941681,2011.0
2012,43.39135888783365,1004.2619585462476,1269.9369595358464,27.45599154662625,22.150268085217466,75.01334161308192,1.3769779014611057,2012.0
2013,43.02938687405963,1004.2963440263092,1246.0423429663829,27.51628255847842,22.35676786341436,75.59793199752907,1.4182745654015119,2013.0
2014,37.650760398380044,1004.5449919575964,1255.275109179706,27.662108900650832,22.497570178952017,75.22389580518755,1.51503422467945,2014.0
2015,37.03711711612507,1004.5162650821261,1302.6699972100162,28.513817060829922,22.28010223105063,70.97081211286202,1.5960051055770446,2015.0
2016,39.947670649661994,1004.7172977968579,1263.9570256698278,28.222160895549,22.58632554739331,73.03398511262638,1.4897478069955092,2016.0
2017,40.6334349416214,1004.5707887468019,1236.7791035850894,27.784768237012916,22.5105814098463,74.51866631975172,1.4053136522033982,2017.0
2018,37.41975409240317,1004.8491460950341,1209.0083283771944,27.746566531964003,22.302567737510497,73.8652985721357,1.3677865532417144,2018.0
2019,44.10509108656286,1004.9002368101616,1176.1655493738992,27.80195046822539,22.218865843679172,73.18966644360538,1.34959397822042,2019.0
2020,45.08940911872342,1004.7209583129111,1108.9285393689413,27.803715153657194,22.482839836698314,74.5615987380916,1.2919096649619604,2020.0
2021,39.79279576971001,1004.7904354091547,1045.1089284568386,27.246564772692057,22.496631113836838,76.74609805194666,1.2831495665546095,2021.0
2022,38.85742247900371,1004.4935912076662,1065.7097669259824,27.643367357877278,22.065098271375692,73.38634277734467,1.2957245298926254,2021.9208440184723
