Ano,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s)
2008,19.541804824301305,1004.9038846391022,3228.342662144631,26.070097397666714,20.7878102365443,74.40729655517423,3.079016416651545
2009,20.736709220165714,1004.5280482531927,1611.9708670205334,25.643630296100014,21.162946673051383,77.6708576045563,2.815837274624423
2010,19.768388142939973,1004.6130843264147,1481.7061164371091,25.43928754649892,21.037876553240885,77.91436556164273,2.782446834455842
2011,18.12635503427117,1004.8763811361928,1381.8657153408706,25.362543072369476,20.922265623608226,77.67020988621157,2.7769588127295783
2012,17.184340334433937,1005.0222032067992,1424.6621446540912,25.342565810885684,20.944016906923743,77.82194236509807,2.740247513987151
2013,17.252127285725145,1005.2294730487165,1469.4934664773457,25.32365883731462,21.009855328919844,78.18196310679177,2.6785820480008304
2014,16.874158454509413,1005.478115598436,1490.0057448529803,25.397445716795335,21.064695640905743,78.09556985581513,2.6572620352230807
2015,16.443616161206858,1005.522736989631,1495.1980000557262,25.49099907271936,21.080729099073395,77.73409078810708,2.687006712872194
2016,16.926314501363866,1005.4531921422471,1487.8976242675728,25.451016190022916,21.102972280263984,78.00138036399052,2.705435462167141
2017,17.228815610437156,1005.4125381936318,1488.3396087451274,25.438237980147463,21.210016846976323,78.55545666507899,2.6469804961929717
2018,16.279152550290167,1005.1943766265172,1515.3392335639112,25.890613084657392,21.30288552004827,77.06984028475658,2.7200436459165105
2019,14.391737039526365,1004.9256598925514,1512.8650704537447,26.413907951372778,21.28596175100686,74.18218751920142,2.888727559877449
2020,14.23846594413125,1004.7841561342565,1488.7586982398607,26.343332664516392,21.178201135106082,74.38428904879113,2.840934347981916
2021,16.6934056297883,1004.7902860889512,1463.19843041046,25.912167014182604,21.22820101929841,78.2509900718607,2.6872087324879494
2022,19.006079371094444,1004.8409618808024,1460.8025558129946,25.797701680020356,21.256957476254648,78.63855040565858,2.6776404949392543
