Ano,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Year
2008,27.334496402222435,1006.7378405047494,19626.12364508588,26.17597615431994,21.485720251992685,76.03023917887381,4.780324364539275,2008.0000000004102
2009,24.465036612003928,1006.8997990825254,19458.169960270225,26.487023793389426,21.821801446404454,76.15104015714621,4.326542310806495,2009.0000000000036
2010,13.367932736800906,1006.6580406341901,21101.657710564785,26.73122623413839,21.76223052279336,74.78340301681054,4.791215514850097,2010.0
2011,19.010499671603494,1006.6219451630064,12022.225498742766,26.26701057958913,21.532938937861093,75.83650892423083,4.508382727264075,2011.0
2012,16.00801333758651,1007.4471754142481,1930.9508648895435,26.360783229383983,21.27533732391324,74.19909326298928,4.483055592851158,2012.0
2013,22.330000232674294,1007.252009326749,1676.0454043991258,26.69971022783184,21.74912201514068,74.890357592792,4.228761517740714,2013.0
2014,22.491382067587427,1007.6469779460457,1615.8957359528838,26.4089291426717,21.864685010079796,76.64353150223832,4.135576516185702,2014.0
2015,19.56809960129836,1007.9473317071094,1623.797334295063,26.657650245085588,22.117073286489433,76.67622992978295,4.0601746736481985,2015.0
2016,17.54132838885641,1007.8161243458184,1616.4792386215574,26.761329279260792,22.3238115566261,77.18500953601212,4.287880680260114,2016.0
2017,17.58005550849422,1007.4506046285454,1547.7658835263235,26.56737689643464,22.35487646573134,78.22442580980852,4.166945177114432,2017.0
2018,14.666865780007699,1007.4869032082294,1491.5476741104696,26.50254008846419,22.309080917048178,78.32071713301598,4.014660162727391,2018.0
2019,22.400282676790532,1007.4772500668295,1498.0594731498115,26.735927122861963,22.637628097623832,78.80825014923589,3.8251916414532947,2019.0
2020,21.76656861615272,1007.243845901547,1595.732957848904,26.750145774179316,22.739410398241095,79.2473574954648,3.818233198753834,2020.0
2021,3.7766958798612444,1006.9529397009918,1899.3716904544644,27.26697530132138,22.772324752608274,76.94582374345866,4.156053560575798,2021.0
2022,17.655715256099565,1006.9113603102109,1719.1090963650452,26.80291404023271,22.68367755049529,78.78674040983393,3.827887827371132,2021.9208440184723
