,Rio Grande do Sul - Desemprego, IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Rio Grande Do Sul - Produção de Cimento (t),Rio Grande Do Sul - Consumo de Cimento (t),Rio Grande do Sul - PIB - Estadual,Rio Grande do Sul - PIB - Construção Civil,Rio Grande do Sul - PIB - Per Capita,Rio Grande do Sul - PIB - Preços de Mercado,Rio Grande do Sul - value,Rio Grande do Sul - IDH
2003-1,8.192272824797158,0.7240323223220154,-5331.049150116268,11.520142924731228,1.6114984011933968,1.0365342950716354,177206913.03714657,7330309.193826131,0.9696488878423896,2.335963627795696,1008.0417782527292,1362.0961010126232,22.90529890618232,17.235206747635953,72.39110627803427,1.6624587704649574,135.54384000000002,188.093,206629475.61857733,8907129.750762809,18.20695186441388,196062462.89542797,0.399576037015938,0.7756410943135745
2003-2,8.186359488937256,0.6902970479188117,-5318.079644051534,11.189861881849811,1.4503889427633918,0.9934494214635804,177388401.60938227,7335910.173263511,0.9507826970690516,2.025976812124868,1008.7724312991388,1279.4831095458833,22.138294401848796,16.659272542043713,72.9917206066413,1.632484346887829,134.4681476923077,170.973,206857930.35422876,8912325.941279544,18.21128636668518,196118306.44900227,0.3988114421527619,0.7756858172136549
2003-3,8.180446153077355,0.6696806488591152,-5436.417870121553,10.82079163233486,1.870184311511264,0.9730199952886446,177569890.18161798,7341511.152700892,0.9383319190618296,1.829198176357737,1009.7189006513544,1152.8495144605197,20.9099489355078,15.838092970817646,74.54019543133198,1.6155403790972225,134.2429625071225,174.88,207086385.0898801,8917522.131796278,18.21562086895648,196174150.0025766,0.3978975650073036,0.7757305401137352
2003-4,8.174532817217454,0.6604937853917251,-5707.015273535643,10.417840426092068,1.3552874765398468,0.940488752580393,177751378.75385368,7347112.132138272,0.9264010581332036,1.6867953125295467,1010.8898353797742,1019.807364055436,19.370371434176832,14.523609977306068,75.36523654693606,1.5763709782434987,133.1693910785511,178.111,207314839.82553148,8922718.32231301,18.219955371227783,196229993.5561509,0.3970421905291435,0.7757752630138156
2003-5,8.16861948135755,0.6483369045565663,-5599.317940972945,9.959689613256948,1.5855384957135032,0.9174932274418915,177932867.32608938,7352713.111575652,0.9516834453474324,1.6855694167107251,1012.0108493651531,969.329734554418,17.963807486563148,13.249923981954282,75.73212970875049,1.5583590125344422,132.04687383717177,184.331,207543294.5611829,8927914.512829745,18.224289873499085,196285837.10972527,0.3960495064387566,0.775819985913896
2003-6,8.16270614549765,0.6327588982490451,-5720.383331634745,9.432414860416127,1.7078914536714904,0.9127593777790712,178114355.8983251,7358314.091013032,0.9096671663294,1.5420024454360275,1012.7537746162634,966.6361231610792,17.144517625137293,12.49085165821391,75.99116024612299,1.5567676949284024,131.47404050383844,160.74,207771749.2968343,8933110.70334648,18.228624375770387,196341680.6632996,0.3945116237471097,0.7758647088139763
2003-7,8.156792809637748,0.6380135035998685,-5884.375046061743,8.822929754380787,1.5982839320937383,0.9100665913481976,178295844.4705608,7363915.070450412,0.8904414926874215,1.6358645937658964,1013.028653884676,1055.2116847313357,17.00746676205825,12.028475339106668,74.66471397542492,1.6073398511582535,131.07236308448358,175.805,208000204.0324857,8938306.893863212,18.232958878041693,196397524.2168739,0.392620665702232,0.7759094317140567
2003-8,8.150879473777847,0.6346344548960355,-5959.855464930735,8.332469749880811,1.7218082520903182,0.8898926477529421,178477333.0427965,7369516.049887793,0.8702308928724296,1.650527552309865,1012.0852701739068,1176.89407268054,17.71833925129477,12.260164694427898,72.76187434539338,1.6977259574271817,130.6039255844836,179.478,208228658.76813704,8943503.084379947,18.237293380312995,196453367.77044824,0.3911932602330068,0.7759541546141371
2003-9,8.144966137917946,0.6323269495840285,-6014.809970017429,7.939983702859978,1.6351282376087797,0.8665147784673063,178658821.6150322,7375117.029325173,0.844478552685211,1.806193294324722,1010.7526989530372,1269.3881981089962,18.90571859710128,13.176883029696787,71.80961436260962,1.7945844457144704,129.3252589178169,177.581,208457113.50378844,8948699.274896681,18.241627882584297,196509211.32402256,0.389830147914107,0.7759988775142174
2003-10,8.139052802058043,0.629038170305887,-6121.266757398654,7.604976000172705,1.8119435424411887,0.8493838484375612,178840310.1872679,7380718.008762553,0.8421829305905358,2.1655221457532656,1009.4193345213732,1370.2481049197374,20.37081015940437,14.34136280575604,70.7263699686003,1.854585212979864,128.30493538840517,190.158,208685568.23943985,8953895.465413416,18.2459623848556,196565054.8775969,0.388544681706835,0.7760436004142978
2003-11,8.133139466198141,0.6315074373857803,-6097.745583517717,7.313008932848318,1.6375042967189617,0.8382390949358776,179021798.7595036,7386318.988199934,0.8327971802717965,2.274046318181696,1008.5430412551608,1439.222295521012,21.40055946512197,15.15654045009914,69.89157528739865,1.8636231382318835,128.0482211026909,166.277,208914022.9750912,8959091.65593015,18.2502968871269,196620898.43117124,0.3871341875424984,0.7760883233143782
2003-12,8.12722613033824,0.6292469617617195,-6082.10009002275,7.034262103245153,1.7623760541706297,0.8211746264022252,179203287.3317393,7391919.967637314,0.8169855326871092,2.150739475211005,1008.4675045842288,1456.1630336825904,22.08201047109114,15.8639972912831,70.04697035284642,1.899891859913661,128.31827665824642,156.573,209142477.7107426,8964287.846446883,18.2546313893982,196676741.9847456,0.3858042115140985,0.7761330462144584
2004-1,8.121312794478339,0.6279521987366027,-6360.043009879893,6.775421109777445,1.3607725559131063,0.8146624868021721,179384775.903975,7397520.947074695,0.8183674345886709,1.9964040201665951,1008.6289991546856,1430.679200950067,22.37731119195298,16.28825382174013,70.5520765081337,1.8639465929200996,128.21089827986808,174.261,209370932.446394,8969484.036963617,18.258965891669504,196732585.5383199,0.384143947421125,0.7761777691145388
2004-2,8.119277988321693,0.6179234500456987,-6312.09879505444,6.535527586437412,1.2915557727587674,0.7877508194696684,179558325.62127495,7402970.507331404,0.813175865272952,1.6704869183254156,1009.6041797397822,1340.754089709068,21.50328791396069,15.720682185006677,71.66120201992571,1.8142758683954323,127.7730561746049,164.909,209585207.1351995,8973657.069863819,18.26372839256812,196785610.8946397,0.3831918697978746,0.7762244794016273
2004-3,8.117243182165048,0.6110282002564377,-6382.974247910342,6.304693993612522,1.3153702879685611,0.7462153668542578,179731875.3385749,7408420.067588114,0.7940584078254243,1.4791525918058217,1010.5796252895832,1197.094645782143,20.414688912946414,15.072999367716507,73.4083989696737,1.7320408451730385,128.13544078998953,202.662,209799481.82400495,8977830.102764018,18.26849089346674,196838636.25095952,0.3821422068411372,0.7762711896887159
2004-4,8.115208376008402,0.602215193421453,-6659.524121320398,6.092845857236326,1.2716511611761512,0.7161196882161044,179905425.05587482,7413869.627844823,0.7742123337341686,1.5094297701455035,1011.6981578941884,1082.6388406051844,18.86301125563849,13.879344902445093,74.66817295026499,1.6200052931440407,127.49931578998954,174.149,210013756.51281047,8982003.135664219,18.273253394365355,196891661.60727936,0.3809929211840782,0.7763178999758044
2004-5,8.113173569851757,0.5930166849467975,-6639.092352241397,5.906435456003245,1.3496753218264288,0.6877653033067546,180078974.77317473,7419319.188101534,0.7850618617376672,1.4111715439520147,1012.9156033183162,1019.6828657143876,17.4619351894676,12.696809718889886,75.42458150497806,1.5053565488339946,127.56419383877002,159.955,210228031.201616,8986176.168564418,18.278015895263973,196944686.9635992,0.3801584430044666,0.7763646102628928
2004-6,8.111138763695111,0.574475450988554,-6748.885395968077,5.749095649630231,1.5103056439741145,0.6580265037168356,180252524.49047467,7424768.748358243,0.7615174276282071,1.4562013204020734,1013.092340544845,981.7067446241916,17.173946564207192,12.466353155629989,75.79749580417398,1.4913650664184086,127.70483669591286,180.711,210442305.89042145,8990349.20146462,18.28277839616259,196997712.319919,0.3821483905325621,0.7764113205499814
2004-7,8.109103957538466,0.5593363966337657,-6784.497815846861,5.627047610968012,1.3540905935347418,0.6207840323429428,180426074.2077746,7430218.308614952,0.7524273421975352,1.4222727823467831,1012.8122864901692,1071.500505391203,17.107968138555254,12.127259815552089,74.59745190597918,1.5458742613633434,127.50241809126167,181.807,210656580.5792269,8994522.234364819,18.28754089706121,197050737.6762388,0.3818694900778515,0.7764580308370699
2004-8,8.107069151381818,0.5366506165950669,-6905.605509166634,5.503636763429107,1.434760472048315,0.5909034137973287,180599623.9250745,7435667.868871663,0.7295497751500113,1.3840004478033696,1011.8421168809928,1156.7847931829892,17.84473169223358,12.729413942923747,74.1516666159865,1.56500793629073,127.43669081853444,186.124,210870855.26803243,8998695.26726502,18.292303397959827,197103763.03255865,0.3815247059409003,0.7765047411241583
2004-9,8.105034345225173,0.521373108360619,-6995.222858870797,5.379865840264738,1.2837775896757788,0.5537026055994817,180773173.6423745,7441117.429128372,0.7095428699539044,1.451346932814717,1010.627375346936,1264.7780315514342,18.97944762888064,13.53164273376115,72.91644221556218,1.7170107458659618,127.01520192964554,162.687,211085129.95683792,9002868.300165221,18.297065898858445,197156788.38887843,0.380292507492365,0.7765514514112469
2004-10,8.102999539068527,0.5156158255655208,-7120.238857990881,5.253056293059425,1.1406245002546846,0.5450174136197448,180946723.3596744,7446566.989385082,0.6959159305043552,1.3977010679212845,1009.3807485342292,1413.135343337823,20.269380640679877,14.235402740058433,70.70605680787008,1.7563179755463847,127.41724540790644,179.883,211299404.6456434,9007041.33306542,18.301828399757063,197209813.74519825,0.3791839322695499,0.7765981616983354
2004-11,8.100964732911882,0.5071034898207396,-7055.497216121851,5.122595130555095,1.2854603148119332,0.5310516981315352,181120273.0769744,7452016.549641792,0.6696517138276467,1.268785878416826,1008.5393452076288,1430.960776102403,21.543245335409544,15.354451959688369,70.31353882260147,1.8147213484744429,127.11567093982131,172.935,211513679.3344489,9011214.365965622,18.30659090065568,197262839.1015181,0.3786187732637076,0.7766448719854239
2004-12,8.098929926755236,0.4969515420076215,-6921.044658255659,4.995239879121229,1.2322302066002024,0.5059456433043616,181293822.79427427,7457466.109898502,0.6553570801963157,1.5221679240600174,1008.246649907133,1454.1322411523338,22.480645005888853,16.014284579594836,69.45149317265042,1.8684723300408816,127.23794177315465,176.633,211727954.0232544,9015387.39886582,18.311353401554296,197315864.4578379,0.378625848546166,0.7766915822725124
2005-1,8.09689512059859,0.483143045759377,-7202.757774714469,4.860078219431911,1.4183908253341642,0.4921828904516431,181467372.5115742,7462915.670155211,0.6473973428202994,1.4917503270160644,1008.3800693783542,1380.8645683625657,22.56332054003391,16.370635168426173,70.68682239283865,1.7596130274217334,126.74977850784852,168.412,211942228.7120599,9019560.431766022,18.316115902452918,197368889.8141577,0.3784062970586852,0.7767382925596009
2005-2,8.08976997697885,0.4753697952172824,-7128.700399706268,4.725791184629883,1.4238954789241105,0.479032861785929,181632962.2895496,7468228.679464037,0.6298003725137261,1.559412280541664,1008.9363183622308,1248.6927961890217,21.867168713059904,16.257360000742917,72.91247323677426,1.6492926584884116,126.2520425590291,153.593,212156115.44026428,9025107.20083618,18.323005103592724,197440816.56161296,0.3783477309371086,0.7767871736426222
2005-3,8.082644833359108,0.4664937288356185,-7221.778170229833,4.596932598972333,1.3369199083017531,0.4648610952618953,181798552.067525,7473541.688772862,0.6197803250738215,1.5682316335062765,1009.7296345385118,1131.3174939210992,21.028648980161883,15.90367821295706,74.83838393539759,1.4903233955198856,126.33720367875812,166.196,212370002.16846865,9030653.969906336,18.32989430473253,197512743.30906817,0.3783035735653606,0.7768360547256434
2005-4,8.075519689739368,0.4550001182228941,-7427.695727374902,4.479302822781261,1.5033990992305697,0.4371435666899209,181964141.8455004,7478854.698081687,0.6089935578495764,1.2275966670591318,1010.9794503153448,1017.9303881878062,19.58468103793054,14.860870775019558,76.19674544221093,1.3700386782995282,126.28898411083227,150.226,212583888.89667305,9036200.738976492,18.33678350587234,197584670.0565234,0.3783730839440964,0.7768849358086647
2005-5,8.068394546119627,0.4387655535867955,-7307.848389698152,4.361373483938184,1.5253707589919576,0.4197283588146051,182129731.6234758,7484167.707390512,0.6112913639662371,1.3018961789834955,1011.57618247429,953.9565194262478,18.70350954735868,14.052335244676268,76.38921204783041,1.3560089837756697,126.39607784618498,154.22,212797775.62487745,9041747.508046651,18.34367270701215,197656596.80397865,0.3788124899321567,0.776933816891686
2005-6,8.061269402499885,0.4302028729547594,-7431.800235590503,4.256101726196984,1.3784705106585684,0.4199780553732319,182295321.4014512,7489480.716699338,0.5804670357747842,1.2313731411540476,1012.5214587606516,944.80355716499,17.81497893689752,13.204689298981132,76.37732847296336,1.4379691628617652,126.59373507085871,163.261,213011662.35308185,9047294.277116807,18.35056190815196,197728523.55143383,0.3791852038810016,0.7769826979747072
2005-7,8.054144258880145,0.4313751989691616,-7447.830376487559,4.16168717243741,1.4515065266492553,0.426655987569031,182460911.1794265,7494793.726008162,0.5645649922940777,1.3991624891853591,1012.55560601256,975.6245355585154,17.452707973215617,12.763193634874998,75.94491194760793,1.5501402043816748,126.36823904161425,161.492,213225549.08128625,9052841.046186963,18.35745110929177,197800450.2988891,0.3803336442918973,0.7770315790577285
2005-8,8.047019115260404,0.4316478866297594,-7426.454566904413,4.079825078928361,1.314802317799124,0.4533210772878235,182626500.957402,7500106.735316987,0.5609756759595197,1.6271085868709696,1011.7086016933196,1084.8170127784413,18.15538181599316,13.064613541633662,74.54637172999696,1.657527019935652,126.6971752856373,173.938,213439435.80949065,9058387.815257125,18.364340310431576,197872377.04634437,0.3819196234467885,0.7770804601407497
2005-9,8.039893971640662,0.4277093852365702,-7512.020875107958,4.012628248908924,1.4544913446504557,0.4844114534007803,182792090.7353773,7505419.744625812,0.5646643450021134,1.700853925537628,1010.9610728720749,1213.9874202444369,18.93706249338641,13.414034634747392,72.7779244956521,1.7587807486036682,127.02924160606902,154.493,213653322.537695,9063934.58432728,18.371229511571386,197944303.79379955,0.3833630186144167,0.777129341223771
2005-10,8.032768828020922,0.4225131084131527,-7687.979669089395,3.9602332396446167,1.2166346637056376,0.4945726100320757,182957680.51335275,7510732.753934638,0.5644640550493971,1.8880809937165728,1009.6862712013564,1308.2943544521115,20.513768554451644,14.65812153883279,71.69077525874998,1.751336845593935,128.1122004364415,153.438,213867209.2658994,9069481.353397436,18.3781187127112,198016230.5412548,0.3852820567919741,0.7771782223067922
2005-11,8.025643684401182,0.410747290823505,-7676.736667287167,3.9221772649399615,1.5774291835856542,0.4959029929217597,183123270.29132813,7516045.763243463,0.5622657106505984,1.8867020045679728,1008.7013627995366,1404.0659576758512,21.7186989090456,15.531928923729984,70.45076212303645,1.7649195098311934,129.3896140088504,185.306,214081095.9941038,9075028.122467594,18.385007913851005,198088157.28871003,0.3876317991406504,0.7772271033898135
