Ano,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Year
2008,44.205137695989244,1012.3453542687198,1027.0307843536827,22.37933646785307,18.814499941392167,82.50172102796587,0.833203179953011,2008.0000000000036
2009,39.498783298411624,1011.8268140537451,1112.8778406666388,23.03394526458003,19.74229412126319,83.50652513917083,0.6593269244456498,2009.0
2010,30.50535668466868,1012.2648290878884,1109.7888424376026,23.01992514347452,19.170092149879384,81.36704473548075,0.9424179197581743,2010.0
2011,22.884456563388415,1012.6528507953136,1183.8576313610195,22.499011469568416,18.653742240131148,81.3098144243667,1.0218778916349012,2011.0
2012,19.686165361141633,1013.064466473266,1198.480330800567,22.83815722578736,19.024584348216866,81.70907490427551,0.8204648916280647,2012.0
2013,22.128001666018,1013.0044254408285,1163.5966412092387,22.830605699648412,19.0066772563067,81.75936242159828,0.7713585475924972,2013.0
2014,21.824645579351895,1013.0591082187883,1273.757988518272,23.689497237254738,18.356561729105398,75.64780024530774,0.8005698952251638,2014.0
2015,20.886571851336445,1012.463751866257,1174.2348814575741,23.33744696732026,19.273941708160102,80.81156138225327,0.7574641267565001,2015.0
2016,24.145305238014608,1013.1684154508163,1206.9157730626494,22.698588520345737,18.622955163117307,80.65911178463921,0.776535680172448,2016.0
2017,24.492520777279687,1013.5777508528171,1224.3199235447148,22.028367562859103,18.372188157708496,82.89178878934821,0.7527678578072452,2017.0
2018,24.21523354788119,1013.1656203333638,1190.1028898484149,22.890994325118672,18.05897921593656,76.15914733861588,0.7065496545175304,2018.0
2019,25.393541968784618,1013.1358010533085,1187.693503765272,22.720634340386912,17.420553158261765,74.28618776795663,0.69529293117792,2019.0
2020,23.58480732496051,1013.1163513195617,1166.2276547713889,22.965889586505927,18.43133242206602,70.93490531438431,0.6858394433734404,2020.0
2021,21.693702123320264,1012.9886913774877,1145.158358336018,22.615209637476436,18.682219577089764,77.86220558338336,0.6267356897213727,2021.0
2022,23.07202353571982,1012.9010004597527,1086.6900819910693,22.366986751945472,19.1146065320773,84.2495323519528,0.648350279028705,2021.9208440184723
