Ano,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s)
2008,19.5301494082755,1008.9238485133855,1487.9468096662079,27.057591656284497,21.627564714431788,73.2607560207045,2.648291102278012
2009,19.393252096780962,1008.9080148579183,1398.7141066938475,27.1704439457597,21.54654680600515,72.58853183195178,2.6133148808957194
2010,19.495930874493897,1008.9292979706856,1352.609172004438,27.20617833999985,21.476514131256423,72.15627601691429,2.6309756280068535
2011,18.136683106407002,1009.0812674818249,1353.4810523134695,27.247003387436834,21.49865799808066,72.03475735406865,2.7126308269709534
2012,17.75501267676594,1009.2089378898523,1324.118308039691,27.303324674098203,21.51363465501791,71.79953709075362,2.739655853716124
2013,18.95595745984043,1009.4274972506818,1294.2081977506211,27.27931956141242,21.416355951218396,71.44599293772977,2.723079868972068
2014,18.599712352835024,1009.6826179457585,1313.7824084093038,27.42952720707292,21.31638569668246,70.4430055102738,2.6521612832737724
2015,18.179780330953268,1009.6828250007662,1316.4717849941753,27.55992052703662,21.3425078072476,70.08948889616248,2.538889694166629
2016,19.75158308676945,1009.5756105463328,1278.4414810110004,27.460532479301587,21.33465622348072,70.52546596111667,2.4587403057186656
2017,21.401572634924804,1009.6285845792019,1268.2311856019326,27.368963561332823,21.410344033631006,71.18385994194652,2.4000725969877625
2018,22.38359507698784,1009.6413332917188,1238.3299443539872,27.3379584789848,21.546607961541245,71.87999777917426,2.3434122945457276
2019,21.40664524545482,1009.484820517086,1207.516910270807,27.349216736004166,21.572986834176987,71.96770359415767,2.3867607222155107
2020,21.139362087487306,1009.2809822567659,1199.667493451085,27.383164582440717,21.57688914008628,71.87592074276075,2.420873377450451
2021,20.964804030435918,1009.2066459839907,1202.0136270671544,27.355353323582374,21.510868386230353,71.7337642280138,2.427626035664027
2022,20.315206308164708,1009.229891334554,1205.2318807199028,27.293728472211615,21.413639405268015,71.56925569656482,2.4367361427985297
