,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s)
2003-1,1.881651030020544,889.3966448252688,1304.1964487837097,18.796583221326166,16.168038754480285,85.63495183691757,0.3
2003-2,1.872777185767229,889.4506098790322,1289.3944162235475,18.293639672939072,15.115444668458782,83.1297099014337,0.3
2003-3,1.6389969992235927,889.5844061753284,1285.306736539698,18.099368839605738,14.14824559438471,79.65552008661889,0.3
2003-4,1.3392603303624995,890.048010245989,1258.4004326390018,17.617245183691757,13.127517867810207,77.29520902671105,0.38091397849462366
2003-5,1.2041232175311904,890.2323939719214,1261.3658928023485,17.00505216062041,12.074203003667623,74.99132678784191,0.5747307006378098
2003-6,0.9997019158750691,890.4018856629737,1268.7932833132418,16.946477601736802,11.802539229478805,73.73063013954295,0.8999982010243465
2003-7,0.8986225404138024,890.1869854911691,1298.7152801377772,17.161562661223087,11.46956425130034,71.83712629634496,1.3721948906470705
2003-8,0.9618951003134284,889.084205076569,1332.3602245840068,17.675296155490695,12.168394814575464,72.4391223836951,1.968942602092967
2003-9,1.102089804646082,888.6187466605008,1328.871239653178,18.545087153874082,13.157759834333705,73.33576845808572,2.3487644570865913
2003-10,1.141141416527854,887.8009047289091,1330.2960721589436,19.286756259152668,13.954702089975564,73.93522583458811,2.627698518870723
2003-11,1.776916183453619,887.3904087963487,1315.8884983731793,19.658801216620855,15.187229128719867,77.19352248199773,2.702767689912327
2003-12,2.1632289521457255,887.6429517205362,1294.4197300221067,20.02428238609445,15.667842735767342,77.85735975135741,2.579383815635982
2004-1,2.430690577340583,887.7059936212851,1276.678429914493,20.016321882292033,15.872924079057123,78.75533872076078,2.4991155900307995
2004-2,2.546668642784873,888.263450636632,1227.6870466107864,19.71348909112761,15.712758403150186,79.28100384889298,2.4008502868324695
2004-3,2.4058828277526287,889.1760088852988,1218.3766487887085,19.080353710857363,15.087536052644612,79.22646848313472,2.312529026731844
2004-4,2.1639619340175713,890.0189513834906,1154.5982020663025,18.19260737169139,14.2775613651939,79.47130659689094,2.258450692833096
2004-5,1.7116808471153715,890.8562041180812,1185.4683703893627,17.453804566458334,13.2231681218717,77.85701266375864,2.269836442286164
2004-6,1.3539048128133793,891.2929895616677,1256.5953490551194,17.579057472056807,12.711953749331059,75.21115650677231,2.2810049714062766
2004-7,1.1912753004751189,890.9204339337655,1277.1103819979544,18.441494777858594,12.637680550002122,71.64770576083926,2.409092420747888
2004-8,1.1465974718537126,890.0942843168649,1303.769399704773,19.14219762970395,13.026336101628756,70.4928783329889,2.4723617715355104
2004-9,1.322121343105406,888.9949253181248,1283.2402903740333,19.884261925560633,13.836600285331794,71.22800191750652,2.4926092456064617
2004-10,1.7926621249237544,887.9230685982332,1222.6692734563605,20.134549885371708,14.589823462310486,73.45797549842646,2.527938274025228
2004-11,2.0832548005252596,887.1702922056653,1255.7073350453281,19.83727172634745,15.081869208956139,76.5316044506116,2.5032231847084736
