,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s)
2002-1,3.021106931144552,951.3441524657577,1563.9943024727504,25.561346486175115,18.859974958397338,69.17067372311828,2.797836190214638
2002-2,3.272871637026904,952.0345288098439,1497.403151932746,25.13477390552995,18.19950452828981,68.19110383064515,2.757404387639904
2002-3,2.7973814409484734,952.8472578111665,1474.1567221173507,24.592025889656938,17.242520401305686,66.4589857750896,2.8946372743441677
2002-4,2.9491320159548633,953.4324440630865,1414.251609212238,23.93941452252944,15.950680923579108,64.04251112071172,3.1308579400819734
2002-5,2.672603386614039,954.0269203076615,1365.298407913393,23.500205155987125,14.638503869961962,61.27505663219588,3.4500573747263767
2002-6,2.2455809381423597,954.2966830331563,1340.9543858319828,23.143402643891655,13.479284817901814,58.58051827153672,3.820632700402086
2002-7,2.594947783606165,953.6962719409573,1337.027547090204,23.561244292346082,13.614662645464701,57.65477329791088,4.139443295021308
2002-8,2.6587985505762926,953.0101969168537,1389.8436628708953,24.16465276944738,14.249011544802174,57.84930537545238,4.247241469130962
2002-9,2.641716236120935,952.3375889670148,1442.9502012912783,24.585985147407143,15.37019390080853,59.903115103751695,4.169687883147826
2002-10,2.8587435009115247,951.6106686549546,1450.8952595050978,25.150172880884266,17.022020838407595,63.83660755955713,3.8621378236133745
2002-11,2.964151482008835,951.5134903290835,1468.6045680119094,25.132801184072758,17.96394640870317,67.31111620456439,3.498751938904814
2002-12,2.9880679096509217,951.4331605663374,1450.8787147378205,25.110139309705712,18.73773674705949,70.19761109859662,3.258252140016591
2003-1,3.1275114723840987,951.776389624817,1411.7855236496366,24.741736985732995,18.860002212550537,72.03292632264257,3.1170913188942886
2003-2,3.1249715227305184,952.4929499937836,1417.150685148362,24.08799729564226,17.858746095492613,70.44269229033372,3.1342525477952417
2003-3,2.985640892293399,953.0769705135392,1387.8893693773123,23.538968027953025,16.806764930442984,68.40358315220253,3.2258068482093014
2003-4,2.6150765553104214,953.9787214679297,1365.6883968115674,22.897246451255807,15.218195759619883,64.88032375447254,3.3659844373005563
2003-5,2.4886085036898993,954.7236049595983,1361.257638432103,22.05913374817381,13.316196783497174,61.05625444237862,3.546946722239324
2003-6,2.2990421432898978,954.8766324198642,1354.1636709865866,22.102941055458814,12.722456055681125,59.011715498342376,3.751309158040638
2003-7,2.145233689396457,954.4645311876641,1353.8911750311854,22.2391184705972,12.698481236855832,58.13757751527891,3.9717870417544168
2003-8,2.7291559823068963,953.6661799865199,1318.3588993453238,22.763929933661245,13.573500336858046,59.120858275511445,4.156242351151488
2003-9,2.657821342599126,952.584368508031,1346.103968279522,23.74020074049739,15.411947695479496,62.079588162579576,4.121987015429353
2003-10,2.613745419986671,951.4940835485643,1419.5555531007521,24.382164694032696,16.667722811138358,64.08773837837349,4.029853863407983
2003-11,2.7366723393053802,951.155841621895,1442.2256725292673,24.764417163675745,17.429852013967427,65.80392385876054,3.851828443390839
2003-12,2.202210779757508,950.9405504820642,1545.8746202208029,24.975226914421373,17.727895134171224,66.48531237502132,3.606419297211154
2004-1,2.3471520189399073,950.982147906926,1527.0586021531044,24.943346372959414,17.89311144773752,67.25873956666048,3.5222480128369216
2004-2,2.3178697720605723,951.9273802192573,1428.9148820610935,23.973591989150176,17.504610899663366,69.56177813887352,3.4429644581470464
2004-3,2.2328647644928696,952.882771406401,1364.7174295674981,23.14390411528527,16.687275551642916,69.50408107653608,3.4531811384159954
2004-4,2.3129581908836356,953.8051432127962,1283.2956429319809,22.05634571233649,15.843060695767136,70.22988059917951,3.5944044121979464
2004-5,2.1992881990672815,954.7793211136349,1281.8908348985626,21.383652709615653,14.125171021010487,66.69481510920143,3.763013480514242
