Ano,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s)
2008,17.558664525145378,912.6247080702133,1226.2968476755548,18.01216359996434,13.653739323498916,78.02748221434764,2.2365829966932638
2009,16.652522127808453,912.4661786901279,1217.6533828563813,17.954863135183768,13.668548530684754,78.23864287725245,2.1551885106644533
2010,17.928527888992672,912.4820234725986,1194.0601923450497,17.703414032192786,13.001948427892232,76.3115726848695,2.0928043638363065
2011,18.661309131700555,912.6294632013384,1182.4164515955174,17.71004091795735,12.630185684926522,74.61587773695192,2.0439954538820615
2012,19.310060958047888,912.7787658682172,1176.4911253834373,17.874291333722763,12.612093975417219,73.86524540749903,1.9414254983603565
2013,19.23359344051282,912.9146179053909,1170.8787930818619,18.105263809275097,12.720104913240386,73.48786495439897,1.8447298681762645
2014,20.725056520209563,912.973266097411,1150.5629664192284,18.275455419613237,13.157698846744672,74.60501450799076,1.8514604513046058
2015,22.05477758281691,913.057534858811,1145.712486782312,18.177723815425598,13.346348495586156,75.1701498517818,1.905966051994757
2016,22.315526171988857,913.132267737537,1158.573327542951,18.115048160292464,13.261121513180967,74.0437776292027,1.93337515386137
2017,21.977949348660008,913.1656700850621,1160.9577906511652,18.281049595407417,13.470416262057775,73.54650695911475,1.8898555886434576
2018,21.569959577197654,913.1973763183191,1181.9965643207718,18.35016944572934,13.529500125146138,73.35610368908581,1.829790463183422
2019,21.479227969349534,913.1322685513311,1192.379390223383,18.27064499394955,13.605491049568966,72.53151825201277,1.82413766338974
2020,21.933567469278415,912.9722135882693,1166.1918535104658,18.118751490851967,13.563808330882521,69.48153431280704,1.7943143844853546
2021,21.975728745509674,912.8726468905771,1140.5441126684266,17.84688476491904,13.396376017845045,68.47368641520039,1.7783046753501566
2022,21.80304781700717,912.8609024077458,1136.860025657708,17.676136988233953,13.339455740981789,70.03804593871142,1.7980736626209897
