,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s)
2003-1,0.5721452166914915,1002.0904574551121,619.4382086161611,29.77432152699822,22.49867352817644,65.28872816324986,1.5311451569502013
2003-2,0.5757563914936585,1002.0916326216936,621.9876674896469,29.76872760536446,22.492856629033376,65.2962041221174,1.5302151366594363
2003-3,0.5778629101282559,1002.0923181355327,623.4748518325137,29.76546448441143,22.48946343786659,65.30056509812346,1.529672624823157
2003-4,0.5780886085533913,1002.0923915834439,623.6341930121065,29.765114864309325,22.489099881670146,65.30103234555268,1.5296144985549844
2003-5,0.5654282917739794,1001.9317258332907,593.2573364522319,29.985428170886482,22.815550499218574,65.74728567721151,1.500524016908353
2003-6,0.5504359675345366,1001.7544113937054,563.5538895990272,30.222159311487562,23.171005386477454,66.24216582728988,1.4693509305417338
2003-7,0.5309555473144238,1001.5345916653844,526.8567316230472,30.514695576517852,23.612324423990025,66.86180924684288,1.4308394585833777
2003-8,0.5075051449669998,1001.2803292703177,484.3954833072406,30.852060082823268,24.123921462635842,67.58768095922245,1.3863169867584235
2003-9,0.4806028743456228,1000.9996868304952,437.3997654345568,31.22327594724971,24.690210353294447,68.40124598778054,1.3371109007920108
2003-10,0.45076684930365163,1000.7007269679069,387.0991987879446,31.6173662866431,25.295604946845394,69.28396935586913,1.2845485864092785
2003-11,0.4185151836944447,1000.3915123045429,334.7234041503532,32.02335421784934,25.92451909416823,70.21731608684016,1.229957429335366
2003-12,0.3843659913713605,1000.0801054623927,281.50200230473155,32.43026285771433,26.561366646142496,71.1827512040456,1.1746648152954127
2004-1,0.3488373861877577,999.7745690634465,228.66461403402866,32.827115323084,27.190561453647746,72.16173973083741,1.1199981300145578
2004-2,0.3124474819969949,999.4829657296943,177.44086012119362,33.20293473080425,27.796517367563528,73.13574669056756,1.0672847592179406
2004-3,0.27571439265243053,999.213358083126,129.0603613491757,33.546744197721,28.36364823876939,74.08623710658799,1.0178520886307005
2004-4,0.2391562320074231,998.9738087457314,84.75273850092344,33.84756684068013,28.876367918144876,74.99467600225066,0.9730275039779768
2004-5,0.2032911139153314,998.7723803395005,45.74761235938638,34.094425776527586,29.319090256569538,75.84252840090754,0.9341383909849086
2004-6,0.16863715222951364,998.6171354864233,13.274603707513165,34.27634412210925,29.67622910492292,76.61125932591058,0.9025121353766353
2004-7,0.13571246080332866,998.5161368084897,0.0,34.38234499427105,29.93219831408458,77.28233380061175,0.8794761228782961
2004-8,0.10503515349013492,998.4774469276897,0.0,34.40145150985889,30.071411734934053,77.837216848363,0.86635773921503
2004-9,0.07712334414329097,998.5091284660131,0.0,34.32268678571867,30.078283218350897,78.2573734925163,0.8644843701119771
2004-10,0.052495146616155286,998.6192440454499,0.0,34.135073938696316,29.937226615214648,78.52426875642358,0.8751834012942761
2004-11,0.03166867476208657,998.8158562879901,0.0,33.82763608563772,29.632655776404867,78.61936766343685,0.8997822184870663
2004-12,0.01516204243444308,999.1070278156235,24.469782924365973,33.38939634338882,29.148984552801096,78.52413523690802,0.9396082074154873
2005-1,0.0,999.6,0.0,32.8,28.4,78.0,1.0
2005-2,0.0,999.8916666666668,207.87023255813943,32.1238440860215,27.68344086021505,77.89193548387097,1.0664247311827957
