Ano,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s)
2008,21.76408090783295,1009.6676234362973,1159.5498434901097,19.53926932719367,14.577964758485237,75.00102419316329,1.5891941448471492
2009,22.056812377783142,1009.4810893909943,1148.6229792923664,19.521902967965545,14.707061392462009,75.64030387712405,1.5444448386097058
2010,21.905563524972607,1009.5211405972713,1180.7762622344235,19.504050694705253,14.610253338426254,75.34763271002625,1.5117806414263464
2011,22.16855555078305,1009.5869115907534,1208.6771230165957,19.63968491693194,14.61219044814205,74.83240529375247,1.4852305357980242
2012,22.605973636105,1009.6628116066287,1214.063067349277,19.83480615440449,14.847868905259363,75.069595082276,1.4602670534580302
2013,23.627714214637944,1009.741900810538,1201.4618095966027,20.057230126265218,15.300826902715528,76.12877967511092,1.4117458997178431
2014,24.40094083904457,1009.7624695438409,1171.719264577174,20.1463993710067,15.684750337869012,77.48066663366787,1.4009403949951569
2015,24.916445997481205,1009.8409812494206,1172.3074617400832,20.091834304924113,15.811950947174536,78.31224506365176,1.426193809924123
2016,25.38657738691673,1009.893214179981,1192.7500675986425,20.140420099746034,15.954376916798592,78.78728089753807,1.4734645568894589
2017,24.73870971331516,1009.8949505999213,1193.7492904757137,20.268929352997887,16.17190487889227,79.26864443208747,1.5301213093676695
2018,23.648254595923284,1009.9118203327375,1214.031218267779,20.305280603980087,15.913403285596338,78.03165702161645,1.536947192135812
2019,23.466401786657634,1009.8556910548097,1229.609833144668,20.19099450612066,15.45401844394374,76.4511387384487,1.5222846985040468
2020,23.28539369532463,1009.7809126660046,1224.0005096640803,19.99756529848582,15.220977916409867,76.17081415638295,1.508890356700961
2021,22.176345671523475,1009.8132964545044,1222.6689319776885,19.756771075210462,14.9819369149973,76.15264900895119,1.49750147597223
2022,21.22606380038446,1009.8913674820511,1221.9861248335797,19.586118055914646,14.831295819823467,76.21823887027381,1.497819267993658
