Ano,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Year
2008,28.57249162135807,1012.0340031908177,1529.5095248047992,25.57571233766636,20.85125469199885,72.29325684476193,1.9074132173470664,2008.0000000484597
2009,25.428557882661973,1012.5234023854802,1316.1876868348556,26.13554820744042,21.688703194989458,77.3456786071959,1.7571505721585103,2009.0000000004102
2010,20.45576040973511,1012.02818247839,1424.422387762588,25.976770655981046,21.752589989090406,78.69852290508581,1.7520367288541783,2010.0000000000036
2011,24.16926278734386,1012.0148413409769,1369.9999579916703,25.566743958747296,22.8146581966112,85.85498630971824,1.7246029690844342,2011.0
2012,19.083300303739485,1013.0069165004537,1449.839904576329,25.653810519833318,21.34503228391993,78.345570661725,1.8130456664009744,2012.0
2013,22.831501168119864,1012.7480158869463,1420.1766895838666,25.77508413287192,21.078344428713653,76.72624909342314,1.6390303007648217,2013.0
2014,21.245358782760615,1013.1766687111802,1544.8866034303892,25.544729129804264,20.27237064103536,73.98854280630658,1.4631041528775877,2014.0
2015,19.021857423113612,1013.3808086572864,1831.607847039668,25.941264207115974,20.624104853522713,72.98503792321604,1.4788629856269793,2015.0
2016,15.219604623732089,1013.347001462587,1833.3086816756247,26.059565968393866,21.254728071576327,75.99259034633853,1.6318114186704316,2016.0
2017,16.565233304522618,1012.9397678788708,1793.9686138432023,25.90014448279115,21.78978622932603,79.26799303787551,1.6479473591700218,2017.0
2018,15.338032982251327,1012.9774444867662,1855.1519551767826,25.771407422827465,21.120138038380134,76.68924207355609,1.521034004595805,2018.0
2019,18.932201098571106,1012.8720365351573,1556.1283456215606,26.030798789313295,21.490606660520356,77.28990472073008,1.9039731315880568,2019.0
2020,18.28611949373991,1012.5823137719435,1563.322534125311,26.260377220765022,21.511448473836435,76.3385035250524,3.015100155617479,2020.0
2021,16.906054252847657,1012.4837588316999,1512.1178277620718,25.495278559465373,22.21803506629082,83.44752476333811,1.3768506774176235,2021.0
2022,19.053297050834647,1011.9021900106684,1739.1745080646988,25.549183950819533,21.53345657211003,79.24768795960318,1.9636720907895902,2021.9208440184723
