Ano,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s)
2003,21.40761733450131,982.2275190908026,1231.5707993301355,22.73354809943449,17.578626971691666,79.9973248208368,1.4292591236036511
2004,24.293718402494633,981.4273636978011,1249.0212230631112,23.374026799089147,18.790061630486413,82.05500255681729,1.8445771755647993
2005,28.8587470580442,980.2336815910108,1271.612332438705,24.37302644647814,20.781115842760254,85.59486524105482,2.470873193640251
2006,33.19736063181993,979.4451183881305,1284.8867259469891,25.325805945807897,22.783209801479448,89.1708668723334,2.970911354215351
2007,35.40430116467061,979.8603128715714,1274.3847107728454,25.827625939335736,24.02777803264713,91.33702379270717,3.007447079833734
2008,33.574310697445014,982.2779038237455,1225.6465941011563,25.47374706931898,23.746255062266428,90.64735234423024,2.2432357930390365
2009,33.04184216014613,985.1462323785026,1279.1411074658984,25.1029677743156,21.87268784573585,83.4419388978736,1.352340980127298
2010,22.777135581447652,985.0358681644146,1294.8460405045557,25.537102253830152,20.902202470305703,77.64361384835645,1.4930603879464248
2011,32.568423849401114,984.9296930181108,1312.4663003375415,25.18861783679093,19.147405426707845,74.85704592053267,1.154110007995336
2012,42.6349142866599,985.5950940204089,1334.4041455611493,25.164740649707877,8.966538096225054,45.66904048903742,1.013693749131811
2013,30.387140986198503,985.7449396062333,1308.740331972182,25.113761733528495,20.825134309542605,79.63272256847976,1.6636451071812626
2014,14.742464731514382,985.3363466955458,1081.1487364480947,27.37271486982655,22.636175185840244,76.54370534350033,2.224299989475881
2015,23.098355885517602,985.844125287144,1178.8226537707362,27.206155689578512,22.246393170515773,76.41552421435354,1.4006812360623717
2016,34.45212504132559,986.7686780937734,1300.8398394907042,24.981355520009178,22.209798551759132,85.51154363865538,1.5964707176203368
2017,35.45674077486144,985.836082380864,1423.2593447875124,26.052620949369174,20.931074449548145,75.39979208993519,1.610736166139672
2018,35.91407936995383,986.4140542491147,1506.6982956319696,26.51658330575116,21.55582345362436,75.23636319187254,1.3784988788526809
2019,35.063220794063625,995.8054732522372,1369.7873289616546,27.472195460837927,21.306599993278542,71.08306090403455,0.7617942196789379
2020,37.23265445007861,992.827522365145,1219.6389893117237,30.151432581111806,24.197178529218814,71.03104339415364,0.6894760247141852
2021,22.82149521507654,989.9724677927846,1268.1104599702558,31.821575902372388,23.239166562961447,61.08252294853082,0.3996958471416292
2022,33.40724288172829,988.9067316308243,1345.2287243589897,30.72092779271207,21.706169728195935,60.38312051971326,0.24445079151732377
