State,Date,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Year
Alagoas,2003-01,,,,,,,
Alagoas,2003-02,,,,,,,
Alagoas,2003-03,,,,,,,
Alagoas,2003-04,,,,,,,
Alagoas,2003-05,,,,,,,
Alagoas,2003-06,,,,,,,
Alagoas,2003-07,,,,,,,
Alagoas,2003-08,,,,,,,
Alagoas,2003-09,,,,,,,
Alagoas,2003-10,,,,,,,
Alagoas,2003-11,,,,,,,
Alagoas,2003-12,,,,,,,
Alagoas,2004-01,2.31864406779661,1001.6636424731183,1358.5806451612902,25.864852150537637,22.081653225806452,80.64381720430107,2.6514112903225806,2004
Alagoas,2004-02,1.8026315789473684,1002.845474137931,623.1503267973857,25.967097701149424,21.945474137931033,79.60057471264368,2.4311063218390805,2004
Alagoas,2004-03,2.449999999999998,1002.4853494623655,848.4459459459459,26.126209677419357,21.79758064516129,78.26612903225806,2.451478494623656,2004
Alagoas,2004-04,1.5204081632653055,1003.0996527777778,1156.685393258427,25.690347222222222,21.976319444444446,80.87361111111112,2.1399999999999997,2004
Alagoas,2004-05,1.628333333333333,1004.486693548387,1032.648,25.08225806451613,21.38198924731183,80.9758064516129,2.04005376344086,2004
Alagoas,2004-06,3.2285714285714304,1007.2677777777778,496.34864864864863,23.764930555555555,20.717569444444443,83.82152777777777,2.239583333333333,2004
Alagoas,2004-07,1.5377880184331791,1006.5049059139785,389.84615384615387,23.30282258064516,20.169354838709676,83.46908602150538,2.3769489247311815,2004
Alagoas,2004-08,1.4425806451612886,1007.8065188172044,300.7367088607595,23.629032258064516,20.49106182795699,83.79099462365592,2.2178763440860214,2004
Alagoas,2004-09,1.7710937500000046,1006.5450694444444,339.9225181598063,24.601458333333333,20.52513888888889,79.10763888888889,2.574305555555555,2004
Alagoas,2004-10,1.0324324324324328,1004.301008064516,315.07466666666664,25.985954301075267,21.235618279569895,76.51209677419355,2.9668010752688163,2004
Alagoas,2004-11,0.75925925925926,1003.1445833333333,583.679104477612,27.417777777777772,21.867083333333326,73.2875,3.3536111111111073,2004
Alagoas,2004-12,1.2499999999999998,1002.740120967742,1487.7333333333333,28.127217741935485,22.065591397849463,71.39986559139786,3.3446908602150525,2004
Alagoas,2005-01,1.1199999999999999,1001.7368279569891,1512.2424242424242,28.795766129032256,22.784274193548388,71.83602150537635,3.3745967741935483,2005
Alagoas,2005-02,1.6138888888888925,1001.6666666666666,1199.7758620689656,28.702752976190474,23.33861607142857,74.25446428571429,3.135863095238095,2005
