Ano,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Year
2008,23.874953321829675,1004.4248099883088,2183.7382289617854,26.664874017536363,23.07211633093519,81.63398361218059,1.6528943783592631,2008.0000000004102
2009,24.812993182857433,1004.9632130310566,1363.447083437955,26.780278450941697,23.168947827344883,81.54653395912028,1.7119327147633643,2009.0000000000036
2010,27.2611981109877,1004.7039308587886,1461.022411895925,27.284691475859635,23.552996108659382,81.02476703631015,1.7001981948218952,2010.0
2011,39.74528119226526,1004.793150136081,1397.5435370041052,26.86214964914559,24.291003472079925,85.73343460866874,1.7912228048229046,2011.0
2012,37.256451830891905,1005.2935933839299,1397.9822826406726,27.036724306425285,24.376457697807968,85.64164502546005,2.2010746761850637,2012.0
2013,31.6675107328784,1005.2823045429856,1381.7852412685672,27.057508774064193,23.5549081517886,82.59124465113213,2.008400834131306,2013.0
2014,26.740909264903486,1005.7160103935147,1326.4226975839479,26.754487251027594,22.939645753888424,80.52943049182228,1.905881660670068,2014.0
2015,26.559416890135118,1005.9866936103814,1360.9355548111919,27.031597016884245,23.035379202744263,79.78840518059947,2.027455350830327,2015.0
2016,31.159824315178867,1005.8621430375423,1302.363415325128,27.268555065249057,23.489407381926423,80.81713742585195,1.9678333186759343,2016.0
2017,26.841796740605062,1005.6004055606498,1171.9766156146613,27.102457824454124,23.257162369566625,80.63535582534591,1.7528195242525986,2017.0
2018,28.63290720983023,1005.8804588343543,1262.7039341632596,26.605394041919382,23.15593958240652,82.32257410351336,1.7253684280778183,2018.0
2019,23.557921232706963,1005.9613977034068,1412.3414845787818,26.749864060979295,23.420167227480892,82.92394323170357,1.551909470602299,2019.0
2020,16.80822338279586,1005.6089284910622,1802.4481081743497,26.913984063479262,23.4967241593893,82.60406548577014,1.6848229856809958,2020.0
2021,29.959221934125253,1005.4231950256989,1514.7946909696577,26.85595881650568,23.43110612826702,82.43830183463913,1.7686036952663102,2021.0
2022,33.1609429652046,1005.3844634143064,1367.485072538793,26.4112113977986,23.00136427257256,82.4462748676567,1.71528016838706,2021.9208440184723
