Ano,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s)
2003,31.74872476868583,1005.7648489672183,16470.339351086735,27.00185846385126,23.09106370148318,80.10288051134887,2.345134476508936
2004,29.321112098517887,1005.8041451463137,16999.510827418115,27.10855334929471,23.050946114825454,79.4133521523488,2.2862029790943583
2005,28.2225918141446,1005.7995554813791,16854.168222926124,27.06157848103338,23.06837309711116,79.71712986318987,2.4095193432692077
2006,26.802609636967304,1005.575739306426,14247.363123543706,26.97187719952673,23.042744050468627,80.02739456744582,2.477613165508416
2007,25.79229999030784,1005.161290358028,9268.561619895909,26.842642720445756,23.059764928164117,80.72627050111167,2.2188280596411523
2008,25.39199905713724,1004.9883783000536,5429.125012620986,26.912039697516164,23.17543217695427,80.95781760613602,1.9599899249373234
2009,28.52545237972813,1004.9006062172117,3611.8780287809855,26.991946910158713,23.41437628514133,81.60668222310689,1.8483246274857201
2010,31.850842061275458,1004.8919556258564,2589.5776141784027,26.967978824972615,23.78231766376513,83.294746596076,1.8611752952919758
2011,33.20459072993928,1005.053474812136,2032.576804972886,27.022130865876147,24.015643184931605,84.18429249376953,1.9892519541624951
2012,31.59697705182738,1005.214783045249,1722.0828379181366,26.989268975015705,23.76054543056715,83.3190390879201,1.9931635080343078
2013,29.228948372811196,1005.449993900516,1547.7394328753783,26.912638095674733,23.364256834106016,81.8679814313745,1.9633466494315972
2014,28.49183382327474,1005.7053839810261,1451.8404136128108,27.001598288396583,23.279424660179103,81.03747865936681,1.9883727200972816
2015,29.090206610382786,1005.7514109245129,1363.2120180536706,27.085502867278468,23.327392493710676,80.91887814448368,1.9530747848099077
2016,28.88061941310555,1005.7045892485238,1297.5829815476511,27.02967642333203,23.289210731246232,81.0288248034578,1.867227022749767
2017,27.965693736335282,1005.7965467347339,1279.3498079567084,26.893530063390973,23.259716022522625,81.51537090819457,1.7941089891659117
2018,27.340107015666042,1005.8494871382695,1408.7560929681224,26.817242948067786,23.337176533905396,82.2353860397907,1.7012806400020584
2019,26.69849119841588,1005.7167972473607,1523.380923706378,26.85997672239937,23.384892655633944,82.2731811965093,1.6913841212254868
2020,27.612820823409606,1005.562553859596,1497.0707759830882,26.7900780778885,23.35279871451073,82.42155217384142,1.7210920883085719
2021,30.423808129502447,1005.4946309302295,1473.5309694786129,26.708085723356557,23.251450137544207,82.28614225869156,1.737255342628653
2022,30.839715893899132,1005.4867750918379,1454.8481784427356,26.69605572744331,23.172582898141723,81.9558722884107,1.7629533937653203
