Ano,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Year
2003,12.424579561942586,837.0053294554995,1280.2452334244356,13.63291425349594,9.673041978133881,79.72691614140972,1.974628867853484,2003.0784742468416
2004,10.335609656428844,834.1912762424421,1166.8836423728542,15.70512117144716,13.47406591980831,88.03744111996916,1.9066491179719263,2004.0006759621283
2005,14.946403190559876,834.0444974343518,1277.8963080932872,15.727880512603043,12.45834074568684,82.38465564511758,2.4078597543515463,2005.000005723684
2006,17.937370466766833,834.7796561743908,1129.4876669201847,16.100151716432958,11.279045290511611,74.0795682573309,2.9203074386432095,2006.0000000484597
2007,18.897774031734482,835.6220460250948,1262.0974824443754,14.694124861640203,10.955822267494723,80.36324413423658,1.2206853586401574,2007.0000000004102
2008,18.368997686134612,835.477040500206,1166.5877129427802,14.366423985718745,10.571102859264178,80.32182216525727,1.7446073128659407,2008.0000000000036
2009,16.746445667989185,837.6261402697904,1189.5747421989984,16.158119479466876,11.481892535978375,75.73385508541817,1.7350604025222471,2009.0
2010,16.75473716956105,837.015348588956,1238.8673294485664,14.897189606444634,11.490646824994892,82.61815817337356,1.3292015608464605,2010.0
2011,17.02615218573431,836.4109453085242,1205.080764374418,14.568166012036345,11.154297647953205,82.5693275739088,1.0132086242554654,2011.0
2012,18.21468806166973,836.6837433831846,1186.7346648272026,14.84125712916409,11.527040918917073,82.77888430458931,1.5311166395231215,2012.0
2013,15.940099640646928,836.5924258321315,1145.7700325940223,14.799005844797835,11.697322906038423,83.94909261585629,1.199264856227148,2013.0
2014,13.799611959283403,837.1181361267027,1153.9867910488078,15.17721885414245,11.263305197990618,80.4534036308969,1.3592072965836135,2014.0
2015,16.022032659670757,837.0837341961605,1052.7239531356045,15.586919084553339,12.69893074081483,84.84328315998627,1.8241480800641299,2015.0
2016,16.099018732179207,837.0583889445278,1120.9939589571056,15.719203240740162,12.72175875383052,81.61065833296352,1.4976060509325553,2016.0
2017,16.769377170042112,837.1389410744441,1230.5074532305746,15.466476287849908,11.363443300815113,78.78732837566592,1.1245926815084273,2017.0
2018,16.51781595838278,836.8723535829322,1221.0104625502256,15.039708785024699,12.080998854754931,85.01467418476052,1.8427633724458612,2018.0
2019,18.551006169890268,837.0683370368993,1249.5274617640075,15.432248282515873,12.67984271632347,85.42198034870631,3.005444011029302,2019.0
2020,8.807479777001548,836.9004202031273,1254.42026878954,14.965322185707862,12.304887110766893,83.81466883886287,1.4029225833720222,2020.0
2021,15.507103727019194,836.3143090652588,1225.4907580359604,14.92299616028704,10.5332059779539,76.51753062285299,1.1419477992914067,2021.0
2022,20.43182188055881,836.086489991672,769.8545499195134,14.614890972687336,10.463901213446025,78.41316885726837,1.3165214772427116,2021.9208440184723
