Ano,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s)
2008,36.939311321033244,978.5924878719296,1332.8313115432045,27.10582369644106,18.233644707546368,62.880791592696546,1.6895882112281135
2009,36.787647918919255,978.478936032048,1329.7617833450222,27.155677932034237,18.21403075491946,62.73513601351936,1.698582298983597
2010,34.37778763347977,978.4297967537408,1327.7469805402022,27.09309321910789,17.937541112119813,62.24883500079378,1.6896617052533103
2011,31.445708189386508,978.5661066979836,1339.2886044875493,27.200518535443177,17.906596052371984,61.75951433817195,1.6304985590832823
2012,31.919550440137055,978.6720659795445,1341.1292945199707,27.26383166441356,18.11077163162094,62.12384953359008,1.5424571089015915
2013,34.86538655168016,978.830134200667,1337.7544749192145,27.211673985082328,18.470708096888107,63.51413974212024,1.4740647745553261
2014,45.725826379521216,978.9883351789381,1363.5117787901527,27.574024438738515,18.568156727533843,62.9276658379382,1.510967962131163
2015,48.16228760799995,978.9838442927444,1381.8255450893228,27.799713774873354,18.47194641561047,62.0706700291089,1.5314165077373885
2016,40.542576820688474,978.9577950111966,1390.699391727122,27.680488674923513,18.34542454579741,62.09558084547404,1.5113362333508749
2017,37.98432064436527,979.0360167794021,1384.2292041133887,27.53642884405887,18.412454709202546,62.734631976814775,1.4766625215552038
2018,36.01223394543965,979.1172923496232,1377.6915398723722,27.546480471203633,18.67012220039449,63.33566285224216,1.4300616401948483
2019,33.813157121593676,978.9972526556518,1382.2788321247556,27.624886523180773,18.623398003963334,62.76539447934109,1.3779121172139952
2020,31.83995833847247,978.8640733805684,1376.8953600963462,27.617262692132172,18.457903985857644,62.02353668940151,1.2513043758072715
2021,29.77804076287385,978.9244098461212,1372.5115616552278,27.712743919042722,18.223437747694373,60.92706045614401,1.222737361541062
2022,28.950766262321697,979.0061981520848,1375.9160614172404,27.79439555621064,18.02212801673055,60.176598221550755,1.2678414871687946
