Ano,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s)
2008,26.82739299147525,887.1179776823651,2116.747378973604,21.42212605381133,14.146668495191607,66.79219187906709,2.3784860907019083
2009,26.87634805987514,886.8794954569553,1766.1152422036387,21.4413970183514,14.149367815312125,66.8060065960168,2.417640346984175
2010,26.49538708203819,886.771929553027,1650.6678388966154,21.29871374678382,13.834924728522259,66.43149284677675,2.4592512555111874
2011,26.497614134060832,886.8832301479291,1564.0624533462794,21.274580973228634,13.773401817738183,66.35994053916369,2.4456337906520065
2012,27.337584177549225,886.9893188955139,1529.8045242203627,21.318449555880807,13.817656131024366,66.31074745448075,2.408200684631924
2013,27.062026494487156,887.1698992482638,1507.055019364973,21.353309458204862,13.761380244491688,66.17280600292366,2.3476963545275074
2014,26.037093676744732,887.4016477484988,1507.0003099311325,21.640954207184393,13.621200114555036,64.85475601407988,2.3091683578488604
2015,25.992461173834883,887.5448108239392,1513.1729482188866,21.79755232953805,13.512417246236689,63.66648429351634,2.3189083943145157
2016,27.48249913866276,887.5890410308675,1508.3301791013746,21.640240738699926,13.367470228960991,63.45655450916458,2.3392472449518036
2017,27.99136517857945,887.6523197470633,1501.4832207879333,21.55895970682722,13.4780441941635,64.16867792203554,2.297251350473893
2018,28.472493162587952,887.6994747281741,1490.8913034602772,21.5939467739889,13.74533182467747,65.12460100876017,2.245421831123926
2019,31.123861263096565,887.6249050053317,1494.309208713723,21.53776039075623,13.68952863308833,65.24111915702787,2.2231546142930205
2020,33.679598929646325,887.4604556009167,1502.3640964682916,21.412974614742605,13.54874880328117,65.11545791042133,2.2019708495674175
2021,34.15306481813016,887.3187949735333,1498.0545513269951,21.372794804652298,13.351007185402596,64.51210501635073,2.2119190275070704
2022,34.629140619634796,887.2854773396647,1492.9345820271753,21.359808077875314,13.199468360294198,64.00103474475668,2.223731136917207
