Ano,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s)
2008,21.74771468099709,1015.3040100147399,1377.7584919975209,24.341273701882688,19.583877012254675,76.4580360095892,1.9820885588694799
2009,22.032901117257804,1015.2683116813723,1389.444333485212,24.3123170068996,19.520663585764048,76.32104700659823,1.9622882106372481
2010,21.995587869282268,1015.5270265629069,1365.7208187591852,24.042928270214393,19.336917495448198,76.65166447246303,1.9136643976562795
2011,22.28114076169796,1015.8264529455054,1364.9478005946833,24.010681135998812,19.358527861576057,76.88038054610944,1.8735946298847441
2012,22.086722867634784,1016.0124341624411,1378.8883340468512,24.078911854690986,19.46913243986922,77.13196919428839,1.8240309838020548
2013,21.718625965376688,1016.259286474604,1398.5058202399052,24.204631916731714,19.429450252351106,76.50238884135553,1.8163784142786767
2014,20.943935479799645,1016.3382002843305,1416.529798241525,24.555389783286984,19.517779941301587,75.43044590056044,1.8258715320755907
2015,20.016361286504697,1016.4012267849022,1398.065883172939,24.641172572770596,19.59887104171497,75.2582343136768,1.7937073289732794
2016,19.95036989008624,1016.5075824138639,1365.6984917559612,24.39077584966877,19.578234709839414,75.6291994399547,1.7281289830612339
2017,20.563357070050422,1016.418014107704,1341.552228541758,24.40972248277132,19.73820805754724,76.14505861642796,1.6617603948802173
2018,21.207609741726493,1016.2929079479228,1319.9155618255347,24.585881035319527,19.820567481202755,76.20343971426185,1.6251362510932028
2019,20.81596374449005,1016.221264796567,1317.4407381819412,24.601436164118443,19.646716988010756,75.52395146957464,1.6197905613923627
2020,19.775385270535068,1016.0819467573525,1291.4598082200062,24.435048617266062,19.419591092650524,75.36285127755903,1.595957564486185
2021,18.983425810792507,1016.0331387418663,1232.0234559865644,24.175916947445483,19.20890803947341,75.6041213276916,1.5639010744194213
2022,18.28385172882674,1016.0624982971557,1209.2227724186985,24.10779019663967,19.095485684147118,75.4052905730072,1.561888246604844
