,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s)
2003-1,2.0587783068328687,1001.0771976942167,1671.3476355522323,25.56909418814516,22.736364257227443,82.3252610667893,1.6149600994278306
2003-2,2.0587783068328687,1001.0792575487327,1671.3476355522323,25.575369207065975,22.73119068196049,82.3252610667893,1.6157594782745135
2003-3,2.0587783068328687,1001.0804591305338,1671.3476355522323,25.579029634769782,22.728172763054772,82.3252610667893,1.6162257826017452
2003-4,2.0587783068328687,1001.080587871441,1671.3476355522323,25.579421823452332,22.727849414600588,82.3252610667893,1.6162757437796629
2003-5,2.047444972634791,1001.0669581329254,1673.9536744900945,25.600511717286878,22.700959445123836,82.16328754837592,1.6262107244464898
2003-6,2.0362273367544526,1001.0507803801166,1676.6057346020125,25.62197538304714,22.67305476632486,81.98377849817395,1.6370238847770853
2003-7,2.021858957729309,1001.029319449913,1680.0141707947141,25.64889829072201,22.637626112643552,81.75007264981686,1.6509748567506122
2003-8,2.004453825932119,1001.0027606999902,1684.1504098119178,25.6810979391305,22.59492936823242,81.46400035586306,1.6679552380649743
2003-9,1.9841259317356406,1000.9712894880231,1688.9858783973425,25.718391827091622,22.54522041724398,81.127391968871,1.6878566264180763
2003-10,1.9609892655126326,1000.9350911716871,1694.492003294707,25.760597453424392,22.488755143830733,80.74207784139905,1.710570619507822
2003-11,1.935157817635854,1000.8943511086576,1700.6402112477303,25.80753231694782,22.425789432145198,80.30988832600566,1.7359888150321163
2003-12,1.9067455784780627,1000.8492546566097,1707.401929000131,25.859013916480926,22.356579166339884,79.83265377524927,1.7640028106888628
2004-1,1.8758665384120177,1000.7999871732187,1714.748583295628,25.914859750842716,22.281380230567297,79.31220454168826,1.7945042041759662
2004-2,1.8426346878104773,1000.7467340161601,1722.6516008779397,25.974887318852208,22.200448508979957,78.75037097788109,1.8273845931913308
2004-3,1.8071640170462002,1000.6896805431089,1731.0824084907856,26.03891411932841,22.114039885730367,78.14898343638616,1.8625355754328607
2004-4,1.769568516491945,1000.6290121117405,1740.012432877884,26.106757651090344,22.022410244971038,77.50987226976189,1.89984874859846
2004-5,1.7299621765204702,1000.5649140797301,1749.413100782954,26.17823541295702,21.925815470854488,76.83486783056671,1.9392157103860332
2004-6,1.6884589875045342,1000.4975718047531,1759.2558389497142,26.253164903747447,21.82451144753322,76.12580047135904,1.9805280584934848
2004-7,1.645172939816896,1000.4271706444847,1769.5120741218834,26.33136362228064,21.718754059159743,75.38450054469729,2.0236773906187184
2004-8,1.6002180238303134,1000.3538959566002,1780.1532330431808,26.412649067375618,21.608799189886575,74.6127984031399,2.0685553044596388
2004-9,1.5537082299175458,1000.2779330987748,1791.1507424573247,26.49683873785139,21.494902723866225,73.81252439924529,2.1150533977141506
2004-10,1.505757548451351,1000.199467428684,1802.476029108034,26.583750132526973,21.3773205452512,72.98550888557186,2.163063268080157
2004-11,1.4564799698044881,1000.1186843040027,1814.1005197390277,26.673200750221376,21.25630853819402,72.13358221467806,2.212476513255563
2004-12,1.4059894843497154,1000.0357690824065,1825.9956410940244,26.765008089753614,21.13212258684718,71.25857473912228,2.2631847309382733
2005-1,1.354400082459792,999.9509071215707,1838.1328199167433,26.8589896499427,21.005018575363206,70.36231681146297,2.315079518826191
2005-2,1.3018257545074756,999.8642837791703,1850.4834829509027,26.95496292960765,20.875252387894598,69.44663878425855,2.368052474617221
2005-3,1.2483804908655252,999.7760844128808,1863.0190569402216,27.052745427567476,20.743079908593874,68.51337101006742,2.4219951960092683
2005-4,1.1941782819066993,999.6864943803773,1875.710968628419,27.152154642641193,20.608757021613542,67.56434384144801,2.4767992807002357
2005-5,1.1393331180037563,999.5956990393353,1888.5306447592136,27.25300807364781,20.47253961110611,66.60138763095874,2.532356326388028
2005-6,1.083958989529455,999.5038837474298,1901.449512076324,27.355123219406345,20.334683561224093,65.62633273115804,2.58855793077055
2005-7,1.028169886856554,999.4112338623363,1914.4389973234693,27.45831757873581,20.19544475612,64.64100949460433,2.645295691545706
2005-8,0.9720798003578122,999.31793474173,1927.4705272443682,27.562408650455218,20.055079079946342,63.647248273856036,2.7024612064113995
2005-9,0.9158027204059871,999.2241717432862,1940.5155285827393,27.667213933383582,19.91384241685563,62.64687942147156,2.7599460730655356
2005-10,0.859452637373838,999.1301302246802,1953.5454280823017,27.772550926339918,19.771990651000372,61.64173329000934,2.817641889206018
2005-11,0.803143541634123,999.0359955435872,1966.531652486774,27.878237128143237,19.629779666533082,60.633640232027794,2.875440252530751
