Ano,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s)
2008,25.567100606515204,931.2249323404626,1376.6217971783406,23.533987623940817,16.021791867546813,67.02912992322555,1.2585866197467848
2009,26.358065267071762,931.5093642218616,1404.4861990619374,23.539793125319594,15.895700163133418,66.85229268783577,1.3026094070470224
2010,26.32459006121185,931.7749220031465,1422.397942607221,23.40778955115393,15.594179877068237,66.52815697455435,1.346857065467667
2011,26.891246495414624,932.0266401637931,1424.732772731645,23.379310560354128,15.713952614946471,67.01752530337087,1.3438348771836317
2012,28.111518704252582,932.1538665367997,1426.3910267683916,23.445548617270305,15.826074604113353,67.02275819906869,1.3005495637154103
2013,27.073882851351236,932.3176910782637,1424.4683401008626,23.563897396089164,15.77569676433568,66.4063601827802,1.2520248280358397
2014,25.841819029745444,932.4686837160849,1423.83678190789,23.878738727049278,15.683322989916114,65.0888184879075,1.2417655466353592
2015,25.709892222839247,932.5086626650526,1430.0275258033791,24.01496118775485,15.540525137726824,64.05460886585274,1.2451945365500479
2016,26.60169827138226,932.486430721753,1433.6888798302534,23.90047216471152,15.251198898707989,63.44157265258002,1.2360109164409365
2017,26.603489280707556,932.5155796785015,1426.8522397471154,23.876157615167767,15.21326306751662,63.42377582476002,1.1881082438180324
2018,26.164873098209007,932.5285747313202,1418.9879357181965,23.962596483670993,15.306995854221503,63.48372330806407,1.1290200009131282
2019,27.97947660857963,932.4356463918695,1418.53654922268,23.979122687202935,15.056576491890937,62.75068112161602,1.0835307200367608
2020,27.398674340205204,932.2739637754526,1420.7892695513453,23.899711558924537,14.85711360843897,62.35817907325796,1.0389394961888794
2021,25.252347050724502,932.133605323463,1418.048488511533,23.854887584644008,14.689557105324829,61.933269508349206,1.0209447942478953
2022,24.96087126747812,932.1022709440941,1415.8959179807898,23.836879683303266,14.524480347847524,61.46361333570774,1.0273291181949042
